1480,-21.07715988
1480.001,-21.10840988
1480.002,-21.08754349
1480.003,-21.12422562
1480.004,-21.12337875
1480.005,-21.14745712
1480.006,-21.13983536
1480.007,-21.16664124
1480.008,-21.15234756
1480.009,-21.18595505
1480.01,-21.18170547
1480.011,-21.18529892
1480.012,-21.21879196
1480.013,-21.21470642
1480.014,-21.22829056
1480.015,-21.24638748
1480.016,-21.24884796
1480.017,-21.27318192
1480.018,-21.29344177
1480.019,-21.2882843
1480.02,-21.29826355
1480.021,-21.3164978
1480.022,-21.31711197
1480.023,-21.32619095
1480.024,-21.33269501
1480.025,-21.33021164
1480.026,-21.33256149
1480.027,-21.30928421
1480.028,-21.30644608
1480.029,-21.31017685
1480.03,-21.30965805
1480.031,-21.290905
1480.032,-21.28805923
1480.033,-21.27270508
1480.034,-21.26272964
1480.035,-21.25369263
1480.036,-21.23789597
1480.037,-21.22264099
1480.038,-21.20905685
1480.039,-21.18291855
1480.04,-21.15965271
1480.041,-21.14021683
1480.042,-21.12943649
1480.043,-21.09513092
1480.044,-21.08264542
1480.045,-21.06768417
1480.046,-21.06097031
1480.047,-21.04583359
1480.048,-21.03011703
1480.049,-21.02855301
1480.05,-21.01422501
1480.051,-21.00047684
1480.052,-21.00004578
1480.053,-20.98890686
1480.054,-20.97782516
1480.055,-20.98191452
1480.056,-20.97591019
1480.057,-20.98326874
1480.058,-20.97820663
1480.059,-20.98948288
1480.06,-20.98062515
1480.061,-20.99231339
1480.062,-20.98406219
1480.063,-20.99990082
1480.064,-21.00003433
1480.065,-21.00274277
1480.066,-20.9983139
1480.067,-21.00860214
1480.068,-21.01873779
1480.069,-21.01802063
1480.07,-21.03815079
1480.071,-21.03458786
1480.072,-21.05703354
1480.073,-21.06180573
1480.074,-21.05765533
1480.075,-21.06276321
1480.076,-21.06073761
1480.077,-21.07476044
1480.078,-21.06346893
1480.079,-21.06482315
1480.08,-21.08269501
1480.081,-21.07556152
1480.082,-21.07401657
1480.083,-21.08401489
1480.084,-21.07661819
1480.085,-21.10018921
1480.086,-21.09267044
1480.087,-21.09145355
1480.088,-21.08604813
1480.089,-21.09773636
1480.09,-21.09820938
1480.091,-21.07976913
1480.092,-21.08932877
1480.093,-21.08084869
1480.094,-21.06612015
1480.095,-21.08176041
1480.096,-21.05746841
1480.097,-21.06692123
1480.098,-21.07194138
1480.099,-21.0659523
1480.1,-21.04758072
1480.101,-21.06030273
1480.102,-21.04737091
1480.103,-21.03488541
1480.104,-21.02790451
1480.105,-21.01251602
1480.106,-21.0188942
1480.107,-20.99036789
1480.108,-20.99271011
1480.109,-20.97239685
1480.11,-20.96903992
1480.111,-20.95454025
1480.112,-20.945961
1480.113,-20.94030762
1480.114,-20.93626785
1480.115,-20.93764114
1480.116,-20.92860031
1480.117,-20.93104935
1480.118,-20.93360519
1480.119,-20.93273544
1480.12,-20.93230438
1480.121,-20.93759918
1480.122,-20.93725586
1480.123,-20.93880081
1480.124,-20.94259644
1480.125,-20.94935226
1480.126,-20.95856857
1480.127,-20.96576309
1480.128,-20.98235703
1480.129,-21.00032425
1480.13,-21.015522
1480.131,-21.03115845
1480.132,-21.05553818
1480.133,-21.07485199
1480.134,-21.0919838
1480.135,-21.10710526
1480.136,-21.12122345
1480.137,-21.13948441
1480.138,-21.14780807
1480.139,-21.14289093
1480.14,-21.1533432
1480.141,-21.15692902
1480.142,-21.15699005
1480.143,-21.15721893
1480.144,-21.1478157
1480.145,-21.15671158
1480.146,-21.14533615
1480.147,-21.13443756
1480.148,-21.12841415
1480.149,-21.10885239
1480.15,-21.11031342
1480.151,-21.08940506
1480.152,-21.08206177
1480.153,-21.07610703
1480.154,-21.06677628
1480.155,-21.05685043
1480.156,-21.04812241
1480.157,-21.03282166
1480.158,-21.0075264
1480.159,-21.01630783
1480.16,-20.99407959
1480.161,-20.97846222
1480.162,-20.98221207
1480.163,-20.97629929
1480.164,-20.97310257
1480.165,-20.97310257
1480.166,-20.96553421
1480.167,-20.97009659
1480.168,-20.96508408
1480.169,-20.99193954
1480.17,-20.9667244
1480.171,-20.98347092
1480.172,-20.9655838
1480.173,-20.96325302
1480.174,-20.96159744
1480.175,-20.94408035
1480.176,-20.95137405
1480.177,-20.94589996
1480.178,-20.94496155
1480.179,-20.9490509
1480.18,-20.95497513
1480.181,-20.9682312
1480.182,-20.97855377
1480.183,-20.99108124
1480.184,-20.99916458
1480.185,-21.01070786
1480.186,-21.00064468
1480.187,-21.01063538
1480.188,-21.00766373
1480.189,-21.00894165
1480.19,-21.02167892
1480.191,-21.02209854
1480.192,-21.03020096
1480.193,-21.03647232
1480.194,-21.05557251
1480.195,-21.08455276
1480.196,-21.09502029
1480.197,-21.14132309
1480.198,-21.14726639
1480.199,-21.17285156
1480.2,-21.18755722
1480.201,-21.20902252
1480.202,-21.20941544
1480.203,-21.23206711
1480.204,-21.23522186
1480.205,-21.25331497
1480.206,-21.25847244
1480.207,-21.25895309
1480.208,-21.26651382
1480.209,-21.26459503
1480.21,-21.30064011
1480.211,-21.30407333
1480.212,-21.31025696
1480.213,-21.32676315
1480.214,-21.33042526
1480.215,-21.33470535
1480.216,-21.33283615
1480.217,-21.32894897
1480.218,-21.31673813
1480.219,-21.30194855
1480.22,-21.29232788
1480.221,-21.26996231
1480.222,-21.2432518
1480.223,-21.23788834
1480.224,-21.23070908
1480.225,-21.22259903
1480.226,-21.21121216
1480.227,-21.20161438
1480.228,-21.18091202
1480.229,-21.17819977
1480.23,-21.15996552
1480.231,-21.16147995
1480.232,-21.15120316
1480.233,-21.14043427
1480.234,-21.13204193
1480.235,-21.12758255
1480.236,-21.11304092
1480.237,-21.11523056
1480.238,-21.10855865
1480.239,-21.11215973
1480.24,-21.11343765
1480.241,-21.12163925
1480.242,-21.12413788
1480.243,-21.14084625
1480.244,-21.14178467
1480.245,-21.15289688
1480.246,-21.16669083
1480.247,-21.17460632
1480.248,-21.19386673
1480.249,-21.19085312
1480.25,-21.19495773
1480.251,-21.2075882
1480.252,-21.20756912
1480.253,-21.20771408
1480.254,-21.21332169
1480.255,-21.19894028
1480.256,-21.18928909
1480.257,-21.19745255
1480.258,-21.19521713
1480.259,-21.20526505
1480.26,-21.19613266
1480.261,-21.19601822
1480.262,-21.2366333
1480.263,-21.20988846
1480.264,-21.23503494
1480.265,-21.24390793
1480.266,-21.2628746
1480.267,-21.25950241
1480.268,-21.25197601
1480.269,-21.27406311
1480.27,-21.26919174
1480.271,-21.27583313
1480.272,-21.28147888
1480.273,-21.27840805
1480.274,-21.28390121
1480.275,-21.29816437
1480.276,-21.32314682
1480.277,-21.31430054
1480.278,-21.33046341
1480.279,-21.3371315
1480.28,-21.35897827
1480.281,-21.34250259
1480.282,-21.35142517
1480.283,-21.3475647
1480.284,-21.35146713
1480.285,-21.352108
1480.286,-21.35284805
1480.287,-21.35500717
1480.288,-21.33208466
1480.289,-21.33935165
1480.29,-21.32983398
1480.291,-21.32242584
1480.292,-21.31892014
1480.293,-21.32069397
1480.294,-21.30704117
1480.295,-21.30759811
1480.296,-21.30465317
1480.297,-21.29565811
1480.298,-21.28701019
1480.299,-21.26669693
1480.3,-21.25380707
1480.301,-21.22994232
1480.302,-21.21134186
1480.303,-21.19574738
1480.304,-21.1796875
1480.305,-21.16851044
1480.306,-21.1595192
1480.307,-21.15560532
1480.308,-21.1534462
1480.309,-21.15888596
1480.31,-21.17123032
1480.311,-21.18608475
1480.312,-21.20691299
1480.313,-21.22654724
1480.314,-21.25126648
1480.315,-21.27027893
1480.316,-21.28628159
1480.317,-21.31417465
1480.318,-21.33162308
1480.319,-21.3544426
1480.32,-21.38503265
1480.321,-21.39569092
1480.322,-21.42473602
1480.323,-21.43915558
1480.324,-21.44898224
1480.325,-21.47668076
1480.326,-21.50759888
1480.327,-21.50545502
1480.328,-21.53441238
1480.329,-21.54011154
1480.33,-21.53958511
1480.331,-21.54206467
1480.332,-21.54508972
1480.333,-21.55518723
1480.334,-21.5615921
1480.335,-21.56189346
1480.336,-21.5507431
1480.337,-21.53881454
1480.338,-21.54387665
1480.339,-21.57066727
1480.34,-21.53829956
1480.341,-21.54740143
1480.342,-21.57169724
1480.343,-21.58419037
1480.344,-21.53716278
1480.345,-21.53627396
1480.346,-21.5753746
1480.347,-21.57188034
1480.348,-21.52735138
1480.349,-21.54098892
1480.35,-21.53818512
1480.351,-21.49989319
1480.352,-21.53670502
1480.353,-21.48991013
1480.354,-21.51791
1480.355,-21.51882553
1480.356,-21.50453568
1480.357,-21.47719574
1480.358,-21.46504211
1480.359,-21.47128296
1480.36,-21.47219467
1480.361,-21.45061111
1480.362,-21.46172714
1480.363,-21.45975113
1480.364,-21.43144989
1480.365,-21.42298889
1480.366,-21.41294861
1480.367,-21.40794754
1480.368,-21.40935135
1480.369,-21.39712143
1480.37,-21.39902496
1480.371,-21.36585999
1480.372,-21.34274292
1480.373,-21.33891678
1480.374,-21.31625366
1480.375,-21.30234146
1480.376,-21.31460953
1480.377,-21.30234909
1480.378,-21.29403305
1480.379,-21.28255844
1480.38,-21.27482224
1480.381,-21.26475143
1480.382,-21.25841904
1480.383,-21.25321579
1480.384,-21.24915314
1480.385,-21.24637985
1480.386,-21.24940109
1480.387,-21.25670242
1480.388,-21.26886749
1480.389,-21.28153229
1480.39,-21.29883957
1480.391,-21.32017136
1480.392,-21.3431282
1480.393,-21.36860657
1480.394,-21.38937378
1480.395,-21.41103745
1480.396,-21.43242645
1480.397,-21.4494133
1480.398,-21.4671936
1480.399,-21.48352051
1480.4,-21.49773788
1480.401,-21.50802231
1480.402,-21.51779938
